제조사,제품명,신고번호,등록일,유통기한,기능성,cluster
(주)알피바이오,더블유케어 데일리 멀티팩,200400170061762,20241015,제조일로부터 18개월,"[EPA 및 DHA 함유 유지]
- 혈중 중성지질 개선･혈행 개선･건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[프로바이오틱스] 
- 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

[셀레늄]
- 유해산소로부터 세포를 보호하는데 필요

[비타민B6]
- 단백질 및 아미노산 이용에 필요
- 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민C]
- 결합조직 형성과 기능유지에 필요
- 철의 흡수에 필요
- 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D]
- 칼슘과 인이 흡수되고 이용되는데 필요
- 뼈의 형성과 유지에 필요
- 골다공증발생 위험 감소에 도움을 줌

[아연]
- 정상적인 면역기능에 필요
- 정상적인 세포분열에 필요

[구리]
- 철의 운반과 이용에 필요
- 유해산소로부터 세포를 보호하는데 필요

[크롬]
- 체내 탄수화물, 지방, 단백질 대사에 관여

[망간]
- 뼈 형성에 필요
- 에너지 이용에 필요
- 유해산소로부터 세포를 보호하는데 필요

[비타민 B2]
- 체내 에너지 생성에 필요

[비타민 B12]
- 정상적인 엽산 대사에 필요

[비타민 B1]
- 탄수화물과 에너지 대사에 필요",3
엔피케이(주),더비랩 기억력,201000190041310,20230817,제조일로부터 24개월,"[홍삼]①면역력 증진･피로개선에 도움을 줄 수 있음②혈소판 응집억제를 통한 혈액흐름･기억력 개선･항산화에 도움을 줄 수 있음
[은행잎 추출물]①기억력 개선･혈행 개선에 도움을 줄 수 있음
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[셀레늄]①유해산소로부터 세포를 보호하는데 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요",0
(주)한국씨엔에스팜,더스트롱 포 맨,200400200071435,20150522,제조일로부터 24개월,"[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
",3
(주)한국씨엔에스팜,더스트롱포맨 옥타,200400200072199,20190617,제조일로부터 24개월,"[옥타코사놀 함유 유지] ①지구력 증진에 도움을 줄 수 있음

[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B2] ①체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요

[셀렌] ①유해산소로부터 세포를 보호하는데 필요",3
한국바이오팜(주)에이치피,더쎄라 빼라,20040020046598,20200417,제조일로부터 24개월,"[녹차추출물] ①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

[알로에 전잎] ①배변활동 원활에 도움을 줄 수 있음

[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B2 ①체내 에너지 생성에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[셀렌] ①유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",3
코스맥스엔비티(주),더올케어콜라겐,200700170352672,20240325,제조일로부터 24개월,"[비오틴]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민C]
결합조직 형성과 기능유지에 필요
철의 흡수에 필요
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[저분자 피쉬 콜라겐 펩타이드 (Naticol® BPMG)(제2023-25호)]
피부 보습에 도움을 줄 수 있음
자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음",0
(주)코리아화인에프티,더웰스 멀티맥스 멀티비타민(The wells Multimax Multi-vitamin),20040017039474,20180725,제조일로부터 24개월,"[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
",2
포항바이오파크,더이앤 멀티비타민미네랄,2010001801891,20200909,제조일로부터 2년,"[비타민B1]
①탄수화물과 에너지 대사에 필요
[비타민B2]
①체내 에너지 생성에 필요
[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[나이아신]
①체내 에너지 생성에 필요
[요오드]
①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요
[판토텐산]
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀레늄]
①유해산소로부터 세포를 보호하는데 필요
[망간]
①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[몰리브덴]
①산화,환원 효소의 활성에 필요
[비타민C]
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요",3
엔피케이(주),더존멀티비타민,20100019004356,20150522,24개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
",2
우리바이오(주),더좋은 리포좀 비타민C,20190009483449,20230724,제조일로부터 24개월까지,[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요,0
(주)비오팜,더좋은 릴리즈 비타민C,200400170211746,20241227,제조일로부터 24개월,[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요,0
엔피케이(주),더좋은 비플러스씨,201000190041183,20220530,제조일부터 24 개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요",3
코스맥스엔비티(주),더팜 멀티비타민,200700170351369,20190905,제조일로부터 24개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

[비타민E]①유해산소로부터 세포를 보호하는데 필요

[나이아신]①체내 에너지 생성에 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B2]①체내 에너지 생성에 필요

[비타민B1]①탄수화물과 에너지 대사에 필요

[비타민B12]①정상적인 엽산 대사에 필요

[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",3
(주)에스디푸드,더팜 멀티비타민 구미,2018000723462,20230725,제조일로부터 18개월까지,"[비타민C]
1. 결합조직 형성과 기능유지에 필요
2. 철의 흡수에 필요
3. 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E]
1. 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[셀레늄]
1. 유해산소로부터 세포를 보호하는데 필요
[나이아신]
1. 체내 에너지 생성에 필요
[아연]
1. 정상적인 면역기능에 필요
2. 정상적인 세포분열에 필요
[비타민A]
1. 어두운 곳에서 시각 적응을 위해 필요
2. 피부와 점막을 형성하고 기능을 유지하는데 필요
3. 상피세포의 성장과 발달에 필요
[판토텐산]
1. 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]
1. 단백질 및 아미노산 이용에 필요
2. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1]
1. 탄수화물과 에너지 대사에 필요",3
(주)알피바이오,더팜 비타민C 올데이,200400170061765,20241030,제조일로부터 24개월,[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요,0
